,,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Mas Vnr Area,Exter Cond,Bsmt Cond,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Half Bath,Half Bath,Kitchen AbvGr,Functional,Fireplace Qu,Garage Qual,Paved Drive,Pool QC,Misc Val,Mo Sold,bsmt_fin_sf,yr_since_remod,porch_area,wood_deck,open_porch,enclosed_porch,3ssn_porch,screen_porch,large_house,SalePrice,Bsmt Exposure,Garage Finish,Foundation,House Style,Mas Vnr Type,Bldg Type,MS Zoning,Alley,Land Contour,Sale Type,Roof Style,Exterior 1st
train,568,10400,0,0,7,6,280.0,1,1,0,0,1,0,0,2044,0.0,1,1,2,1,1,0,0,0,3,0.0,20,101,True,True,False,False,False,False,185000.0,-1,-2,CBlock,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,569,6240,0,0,4,7,0.0,1,1,1,0,3,0,0,1136,1.0,0,1,3,0,1,0,0,0,8,80.0,58,445,False,True,True,False,False,False,123000.0,-2,-2,PConc,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
train,570,12150,-1,0,6,6,0.0,1,1,3,0,1,0,0,1299,0.0,0,1,3,-2,1,0,0,0,1,1001.0,28,306,True,False,True,False,False,False,183500.0,1,-1,CBlock,SFoyer,None,1Fam,RL,none,Bnk,WD ,Gable,HdBoard
train,571,2645,0,0,8,5,456.0,1,1,0,0,3,0,0,1441,0.0,1,1,3,0,1,0,0,0,11,0.0,7,206,True,False,False,False,False,False,174000.0,-2,-2,PConc,2Story,BrkFace,Twnhs,FV,Pave,Lvl,WD ,Gable,MetalSd
train,572,22692,-1,0,5,5,0.0,1,1,-1,0,1,0,0,1630,0.0,0,1,0,1,1,-2,0,0,3,587.0,54,64,False,True,False,False,False,False,130000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,COD,Gable,MetalSd
train,573,9600,0,0,7,7,0.0,1,2,-2,0,3,0,0,1641,1.0,1,1,3,2,-1,0,0,0,8,16.0,16,234,False,False,True,False,False,False,178000.0,-2,-2,BrkTil,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,Wd Sdng
train,574,13830,-1,0,5,5,0.0,1,1,3,0,2,0,0,1629,0.0,1,1,3,1,1,0,0,0,3,791.0,12,246,True,True,False,False,False,False,189900.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,575,4435,0,0,6,5,170.0,1,1,3,0,3,0,0,848,0.0,0,1,3,0,1,0,0,0,6,685.0,5,140,True,False,False,False,False,False,144000.0,1,1,PConc,1Story,BrkFace,TwnhsE,RM,none,Lvl,WD ,Gable,VinylSd
train,576,5890,0,0,6,8,0.0,2,1,2,0,3,0,0,816,0.0,0,1,3,0,1,0,0,0,6,538.0,1,96,False,False,True,False,False,False,120500.0,1,-2,BrkTil,1Story,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
train,577,10859,0,0,5,5,0.0,1,1,0,0,3,0,0,1097,0.0,1,1,3,0,1,0,0,0,6,0.0,14,456,True,True,False,False,False,False,145000.0,-2,-2,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,578,5330,0,0,8,5,0.0,1,1,3,0,3,0,0,1652,0.0,0,1,3,0,1,0,0,0,8,1196.0,7,144,True,True,False,False,False,False,251000.0,1,-1,PConc,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,CemntBd
train,579,10778,0,0,4,5,0.0,1,1,0,0,1,0,0,1768,0.0,0,2,3,0,0,0,0,0,4,0.0,42,0,False,False,False,False,False,False,136500.0,-2,0,CBlock,1Story,None,Duplex,RL,none,Lvl,WD ,Hip,HdBoard
train,580,6845,0,0,4,5,58.0,1,0,0,0,1,-2,0,1152,0.0,0,2,3,0,0,-1,0,0,7,0.0,53,0,False,False,False,False,False,False,82500.0,none,0,Slab,1Story,BrkCmn,Duplex,RL,none,Lvl,WD ,Gable,WdShing
train,581,21780,0,0,2,4,0.0,-1,0,0,0,1,-1,0,810,0.0,0,1,2,0,1,-1,0,0,3,0.0,59,143,True,True,False,False,False,False,57625.0,none,-2,CBlock,1Story,None,1Fam,I (all),none,Lvl,ConLD,Gable,Wd Sdng
train,582,10307,-1,0,7,5,176.0,1,1,3,0,3,0,0,1358,0.0,0,1,3,2,1,0,0,0,5,876.0,1,218,True,True,False,False,False,False,212500.0,-2,-1,PConc,1Story,Stone,TwnhsE,RL,none,Lvl,WD ,Gable,VinylSd
train,583,4500,0,0,6,5,116.0,1,1,3,0,3,0,0,1216,0.0,0,1,3,0,1,0,0,0,5,897.0,8,125,False,True,False,False,False,False,164000.0,-2,-2,PConc,1Story,BrkFace,Twnhs,RM,none,Lvl,WD ,Hip,VinylSd
train,584,9060,0,0,6,5,327.0,1,1,0,0,2,0,0,1638,0.0,0,1,3,0,1,0,0,0,4,0.0,49,21,False,True,False,False,False,False,139000.0,-2,-2,CBlock,1.5Fin,BrkFace,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
train,585,2160,0,0,7,5,212.0,1,1,1,0,3,0,0,1252,0.0,1,1,3,0,1,0,0,0,3,510.0,8,48,False,True,False,False,False,False,160000.0,-2,-2,PConc,2Story,BrkFace,Twnhs,FV,Pave,Lvl,WD ,Gable,MetalSd
train,586,7669,0,0,5,6,0.0,1,1,3,-2,1,0,0,883,0.0,0,1,3,-1,1,0,0,0,6,828.0,16,132,True,True,False,False,False,False,149000.0,1,-2,PConc,SFoyer,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,587,9858,0,0,5,6,0.0,1,1,1,0,1,0,0,874,0.0,0,1,3,0,1,0,0,600,11,510.0,41,33,True,False,False,False,False,False,130000.0,-2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,588,10300,-1,0,7,6,0.0,1,1,0,0,2,0,0,1710,0.0,0,1,3,0,1,0,0,0,4,0.0,60,87,True,True,True,False,False,False,140000.0,-2,-2,BrkTil,2Story,None,1Fam,RM,none,Bnk,WD ,Gable,Stucco
train,589,8125,0,0,8,5,288.0,1,1,0,0,3,0,0,1836,0.0,0,1,3,2,1,0,0,0,10,0.0,0,175,False,True,False,False,False,False,264500.0,-2,1,PConc,1Story,BrkFace,1Fam,FV,none,Lvl,New,Hip,VinylSd
train,590,14850,-1,0,5,5,0.0,1,1,-1,0,1,-1,0,1092,0.0,0,1,3,1,1,0,0,0,5,895.0,49,390,True,False,False,False,True,False,141000.0,-2,1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,591,4274,-1,0,7,5,0.0,1,1,3,0,3,0,0,1241,0.0,1,1,3,0,1,0,0,0,11,1106.0,0,116,False,True,False,False,False,False,199900.0,-2,1,PConc,1Story,none,TwnhsE,FV,Pave,Lvl,New,Gable,VinylSd
train,592,9650,0,0,6,5,360.0,1,1,2,0,1,0,0,1334,1.0,0,1,3,1,1,0,0,0,4,686.0,32,16,False,True,False,False,False,False,167900.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,593,14585,-1,0,6,6,85.0,1,1,1,-1,3,0,0,1429,1.0,0,1,3,2,1,0,0,0,6,813.0,20,326,True,True,False,False,False,False,181900.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,594,9000,0,0,8,5,36.0,1,1,3,0,3,0,0,1566,0.0,0,1,3,0,1,0,0,0,4,1078.0,2,312,True,True,False,False,False,False,262500.0,1,-1,PConc,1Story,Stone,1Fam,FV,none,Lvl,WD ,Gable,VinylSd
train,595,13774,-1,0,7,7,283.0,2,1,3,0,3,0,0,2288,0.0,2,1,3,1,1,0,0,0,11,432.0,17,549,True,True,False,False,True,False,230000.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,596,5119,-1,0,9,5,60.0,1,1,3,0,3,0,0,1709,0.0,0,1,3,1,1,0,0,0,1,1238.0,8,162,True,True,False,False,False,False,328900.0,1,1,PConc,1Story,BrkFace,TwnhsE,FV,none,Lvl,CWD,Gable,MetalSd
train,597,9254,-1,0,8,5,210.0,1,1,3,0,3,0,0,1721,0.0,0,1,3,0,1,0,0,0,1,119.0,2,195,True,True,False,False,False,False,232698.0,-2,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,598,10324,-1,0,8,5,140.0,1,1,3,0,3,0,0,1254,0.0,0,1,3,0,1,0,0,0,3,872.0,1,260,True,True,False,False,False,False,221800.0,1,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,599,8375,0,0,5,7,0.0,1,1,2,0,2,0,0,1350,0.0,1,1,2,0,1,-1,0,0,6,336.0,35,0,False,False,False,False,False,False,152400.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,600,9750,0,0,7,5,171.0,1,1,0,0,3,0,0,1630,0.0,0,1,3,1,1,0,0,0,10,0.0,8,308,True,True,False,False,False,False,213000.0,-2,-2,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,601,7632,-1,0,7,5,96.0,1,1,0,0,3,0,0,1585,0.0,1,1,3,0,1,0,0,0,3,0.0,1,177,True,True,False,False,False,False,184900.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,602,15750,0,0,5,5,56.0,1,1,1,0,1,0,0,1336,0.0,0,1,3,2,1,0,0,0,6,841.0,53,0,False,False,False,False,False,False,157000.0,-1,-2,CBlock,1Story,BrkFace,2fmCon,RL,none,Lvl,WD ,Hip,MetalSd
train,603,9240,-1,0,5,6,0.0,1,1,1,0,2,0,0,1211,0.0,0,1,2,1,1,0,0,0,3,612.0,4,161,True,False,False,False,False,False,144000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,604,10400,0,0,6,5,253.0,1,1,3,0,3,0,0,1353,0.0,0,1,3,1,1,0,0,0,8,903.0,8,381,True,True,False,False,False,False,192350.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,605,8800,0,0,7,6,202.0,1,1,1,0,3,0,0,1200,1.0,0,1,3,1,1,0,0,0,10,654.0,41,0,False,False,False,False,False,False,163500.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,CWD,Hip,HdBoard
train,606,11839,0,0,7,5,99.0,1,1,3,0,3,0,0,2329,0.0,1,1,3,3,1,0,0,0,5,1085.0,18,313,True,True,False,False,False,False,262280.0,-2,-2,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,607,9135,0,0,7,5,113.0,1,1,3,0,3,0,0,1536,0.0,0,1,3,0,1,0,0,0,12,810.0,5,266,True,True,False,False,False,False,214000.0,1,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,608,14115,-1,0,6,7,0.0,1,1,2,3,3,0,0,1811,0.0,0,1,3,2,1,0,0,0,7,843.0,2,280,False,False,True,False,False,False,230000.0,-2,1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Stone
train,609,14154,0,0,7,5,350.0,1,2,0,0,3,0,0,2172,0.0,1,1,3,2,1,0,0,0,8,0.0,1,254,True,True,False,False,False,False,280000.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,New,Gable,VinylSd
train,610,6565,0,0,4,6,0.0,1,1,3,0,2,-1,0,1073,0.0,0,1,3,0,1,0,0,0,8,967.0,27,444,False,True,False,False,False,False,140000.0,-2,-2,CBlock,1Story,None,1Fam,C (all),none,Lvl,WD ,Gable,MetalSd
train,611,7700,0,0,6,5,351.0,1,1,0,0,1,0,0,1839,0.0,1,1,3,1,1,0,0,0,6,0.0,44,340,False,True,True,False,False,False,155000.0,-2,-2,CBlock,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,612,4761,0,0,3,3,0.0,-1,-1,0,0,-1,-3,0,1020,0.0,0,1,3,0,0,-1,0,0,10,0.0,56,105,False,False,True,False,False,False,64500.0,-2,0,BrkTil,1.5Unf,None,1Fam,C (all),none,Lvl,ConLD,Gable,Wd Sdng
train,613,12361,-1,0,6,7,85.0,2,1,3,0,3,0,0,1802,1.0,1,1,3,2,1,0,0,0,5,860.0,17,542,True,True,False,False,False,False,218000.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,614,9720,0,0,5,7,51.0,1,3,2,0,1,0,0,1009,0.0,0,1,3,-1,1,0,0,0,6,755.0,30,0,False,False,False,False,False,False,160000.0,1,-2,CBlock,SLvl,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,615,8640,0,0,8,5,0.0,1,1,3,0,3,0,0,1338,0.0,0,1,3,0,1,0,0,0,11,24.0,0,141,False,True,False,False,False,False,208900.0,-2,-1,PConc,1Story,None,1Fam,FV,none,Lvl,New,Gable,VinylSd
train,616,47007,-1,0,5,7,0.0,1,0,0,0,1,0,0,3820,0.0,1,1,3,2,1,0,0,0,7,0.0,12,372,False,True,False,False,False,False,284700.0,none,-2,Slab,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,617,3180,0,0,7,5,0.0,1,1,0,0,3,0,0,1392,0.0,0,1,3,0,1,0,0,0,3,0.0,1,102,False,True,False,False,False,False,146000.0,-2,-2,PConc,2Story,None,TwnhsE,FV,Pave,Lvl,WD ,Gable,VinylSd
train,618,14963,-1,0,8,5,0.0,1,1,3,0,3,0,0,1288,0.0,1,1,3,2,1,0,0,0,12,786.0,12,374,True,True,False,False,True,False,245500.0,-2,1,PConc,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,BrkFace
train,619,5000,0,-1,6,7,0.0,1,1,0,0,3,0,0,1013,0.0,0,1,3,0,-1,0,0,0,4,0.0,58,101,False,False,True,False,False,False,113000.0,-2,-2,BrkTil,1.5Unf,None,1Fam,RM,none,Bnk,WD ,Gable,MetalSd
train,620,16870,-1,0,8,5,238.0,1,1,3,0,3,0,0,1782,0.0,0,1,3,2,1,0,0,0,4,1531.0,4,181,True,True,False,False,False,False,296000.0,2,1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,VinylSd
train,621,14157,-1,0,9,5,200.0,1,1,3,0,3,0,0,1922,0.0,0,1,3,2,1,0,0,0,7,1249.0,1,229,True,True,False,False,False,False,377426.0,2,1,PConc,1Story,Stone,1Fam,RL,none,HLS,WD ,Hip,VinylSd
train,622,12456,0,0,10,5,230.0,1,1,3,0,3,0,0,1718,0.0,0,1,3,2,1,0,0,0,7,1172.0,2,264,True,True,False,False,False,False,337500.0,2,1,PConc,1Story,Stone,1Fam,RL,none,Lvl,WD ,Hip,CemntBd
train,623,14836,-1,-1,10,5,730.0,1,1,3,0,3,0,0,2492,0.0,1,1,3,3,1,0,0,0,2,2146.0,4,461,True,True,False,False,False,False,552000.0,2,1,PConc,1Story,Stone,1Fam,RL,none,HLS,WD ,Hip,CemntBd
train,624,6956,0,0,4,7,0.0,2,1,0,0,3,0,0,936,0.0,0,1,3,0,1,0,0,0,4,0.0,56,0,False,False,False,False,False,False,97900.0,-1,-2,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,625,7862,-1,0,6,5,0.0,1,1,3,0,3,0,0,1218,0.0,0,1,3,0,1,0,0,0,9,27.0,0,102,False,True,False,False,False,False,208300.0,-2,1,PConc,1Story,None,1Fam,FV,none,Lvl,New,Gable,VinylSd
train,626,11050,0,0,7,5,0.0,1,1,0,0,3,0,0,1820,0.0,1,1,3,1,1,0,0,0,9,0.0,11,350,True,True,False,False,False,False,213000.0,-1,-2,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,627,8924,-1,0,7,5,0.0,1,1,0,0,3,0,0,1724,0.0,1,1,3,0,1,0,0,0,7,0.0,9,275,True,True,False,False,False,False,188000.0,1,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,628,9610,-1,0,6,6,632.0,1,1,-1,0,3,-1,0,1336,0.0,1,1,3,1,1,0,0,0,12,203.0,48,80,True,False,False,False,False,False,162000.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
train,629,13710,0,0,5,5,0.0,1,1,1,0,1,-1,0,1558,0.0,1,1,3,0,1,0,0,0,6,420.0,57,289,True,False,False,False,False,False,152000.0,-2,-2,CBlock,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
train,630,12552,0,0,7,5,0.0,1,1,3,0,3,0,0,1947,0.0,1,1,3,2,1,0,0,0,5,222.0,5,136,False,True,False,False,False,False,254900.0,-2,-1,PConc,2Story,None,1Fam,FV,none,Lvl,WD ,Gable,VinylSd
train,631,14565,-1,0,7,5,145.0,1,1,3,0,3,0,0,1657,0.0,1,1,3,0,1,0,0,2000,11,537.0,13,218,True,True,False,False,False,False,189000.0,1,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,632,18559,-1,0,7,5,383.0,2,1,3,-1,1,0,0,2064,0.0,0,1,3,-1,1,0,0,0,8,1392.0,30,200,True,False,False,False,False,False,235000.0,-2,1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,Plywood
train,633,10880,0,0,5,5,0.0,1,1,2,0,1,0,0,1164,0.0,0,1,3,0,1,0,0,0,8,1040.0,58,48,False,True,False,False,False,False,125000.0,-2,-2,CBlock,1Story,None,2fmCon,RL,none,Lvl,ConLD,Gable,MetalSd
train,634,2280,0,0,7,6,0.0,1,1,0,0,3,0,0,836,0.0,0,1,3,0,1,0,0,0,6,0.0,35,30,False,True,False,False,False,False,120000.0,-2,-2,CBlock,1Story,None,Twnhs,RL,none,Lvl,WD ,Gable,Plywood
train,635,31250,0,0,1,3,0.0,-1,0,0,0,1,-1,0,1600,0.0,1,1,0,0,-1,-1,0,0,5,0.0,55,135,False,False,True,False,False,False,81500.0,none,-2,CBlock,1Story,None,1Fam,A (agr),none,Lvl,WD ,Gable,CBlock
train,636,11841,0,0,6,5,104.0,2,1,3,0,1,0,0,816,0.0,0,1,3,0,0,0,0,0,5,816.0,17,32,False,True,False,False,False,False,118500.0,1,0,CBlock,SFoyer,BrkFace,Duplex,RL,none,Lvl,WD ,Gable,HdBoard
train,637,9187,0,0,9,5,162.0,1,1,3,0,3,0,0,1766,0.0,1,1,3,2,1,0,0,0,10,1121.0,0,325,True,True,False,False,False,False,370878.0,-1,1,PConc,1Story,Stone,1Fam,FV,none,Lvl,New,Gable,CemntBd
train,638,6270,0,0,5,6,0.0,1,1,1,0,1,-1,0,2002,0.0,0,2,3,0,1,0,0,0,8,284.0,57,0,False,False,False,False,False,False,145000.0,-2,-2,CBlock,2Story,None,Duplex,RH,none,HLS,WD ,Gable,MetalSd
train,639,15660,-1,0,7,9,312.0,2,1,1,0,3,0,0,1954,1.0,1,1,3,1,1,0,0,0,5,341.0,2,269,False,True,True,False,False,False,311500.0,-2,-2,CBlock,1.5Fin,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,640,3087,0,0,7,5,14.0,1,1,3,0,3,0,0,1364,0.0,0,1,3,2,1,0,0,0,11,453.0,0,116,True,True,False,False,False,False,210250.0,1,1,PConc,1Story,BrkFace,TwnhsE,RL,none,Lvl,New,Gable,VinylSd
train,641,13450,-1,0,7,5,0.0,1,1,3,0,3,0,0,1861,0.0,1,1,3,0,1,0,0,0,6,700.0,4,237,True,True,False,False,False,False,200000.0,-2,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,642,10125,0,0,5,5,0.0,1,0,0,0,1,0,0,1734,0.0,0,2,3,0,1,0,0,0,8,0.0,32,0,False,False,False,False,False,False,126000.0,none,-2,CBlock,1.5Fin,None,Duplex,RL,none,Lvl,COD,Gable,Plywood
train,643,8146,0,0,4,8,0.0,2,1,0,0,2,0,0,1039,0.0,0,1,3,0,1,-1,0,0,5,0.0,6,279,False,False,True,False,True,False,114000.0,-2,-2,BrkTil,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,644,9600,0,0,4,4,0.0,2,1,0,0,1,0,0,1510,0.0,0,1,3,0,1,-1,0,0,6,0.0,59,160,False,False,True,False,False,False,87500.0,-2,-2,BrkTil,2Story,None,1Fam,RM,none,Lvl,WD ,Gable,VinylSd
train,645,12328,-1,0,8,5,146.0,1,1,3,0,3,0,0,2541,0.0,1,1,3,2,1,0,0,0,7,986.0,2,152,True,True,False,False,False,False,349265.0,-1,1,PConc,2Story,Stone,1Fam,RL,none,Lvl,WD ,Hip,VinylSd
train,646,10141,-1,0,8,5,264.0,1,1,1,-1,3,0,0,1512,0.0,0,1,3,0,1,0,0,0,1,1290.0,5,246,True,True,False,False,False,False,203000.0,2,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,647,8529,-1,0,7,5,0.0,1,1,3,0,3,0,0,1434,0.0,0,1,3,1,1,0,0,0,4,20.0,8,329,True,True,False,False,False,False,189000.0,-2,-1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,648,8127,-1,0,7,5,0.0,1,1,3,0,3,0,0,1653,0.0,1,1,3,0,1,0,0,0,3,410.0,6,45,False,True,False,False,False,False,209000.0,-2,-1,PConc,2Story,None,1Fam,FV,none,Lvl,WD ,Gable,VinylSd
train,649,8400,0,0,6,7,0.0,1,2,0,0,2,-1,0,2007,0.0,0,1,3,0,1,0,0,0,6,0.0,59,235,False,True,False,False,False,False,160000.0,-1,-2,BrkTil,2Story,None,1Fam,RM,none,Lvl,WD ,Gable,Stucco
train,650,10751,-1,0,5,5,44.0,1,1,2,0,1,0,0,1037,0.0,0,1,3,0,1,0,0,0,8,787.0,33,183,True,True,False,False,False,False,129000.0,2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,651,10010,0,-1,5,5,0.0,1,1,2,-2,2,0,0,1389,0.0,0,1,3,1,1,0,0,0,4,1194.0,31,278,True,True,False,False,False,False,170000.0,1,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,652,4280,0,0,5,6,0.0,1,1,-2,0,1,0,0,694,0.0,0,1,3,2,2,-2,0,0,3,365.0,5,34,False,False,True,False,False,False,90350.0,-2,-2,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,WdShing
train,653,9600,0,0,6,5,0.0,1,1,0,0,-1,-2,0,1096,0.0,0,1,3,0,0,-1,0,0,4,0.0,58,136,False,True,True,False,False,False,79000.0,-2,0,BrkTil,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,654,9800,0,0,5,7,0.0,1,1,2,0,1,0,0,894,0.0,0,1,3,0,1,0,0,0,7,894.0,34,256,True,False,False,False,False,False,149900.0,-2,-2,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,655,7560,0,0,5,5,0.0,1,1,-1,2,1,0,0,864,0.0,0,1,3,0,1,0,0,0,5,732.0,37,0,False,False,False,False,False,False,123000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,MetalSd
train,656,9600,0,0,4,2,0.0,1,-1,0,0,-1,0,0,1774,0.0,0,2,1,0,-1,-1,0,0,5,0.0,56,90,False,False,True,False,False,False,87000.0,-2,-2,BrkTil,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,AsbShng
train,657,9880,0,0,6,6,0.0,1,1,2,0,1,0,0,1118,0.0,0,1,3,-2,1,0,2,0,7,522.0,31,203,True,False,False,False,False,False,171000.0,1,1,CBlock,SLvl,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,658,9600,0,0,6,5,0.0,1,1,1,0,1,-1,0,1252,0.0,0,1,3,0,1,0,0,0,4,280.0,58,96,False,False,True,False,False,False,119000.0,-2,-2,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,659,7931,0,0,5,5,0.0,1,1,1,0,1,0,0,1148,0.0,0,1,3,0,1,0,0,0,7,1148.0,50,0,False,False,False,False,False,False,132500.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,BrkFace
train,660,5100,0,0,8,7,0.0,2,1,0,0,-1,0,0,1666,0.0,0,1,3,2,1,0,0,0,6,0.0,12,255,True,True,False,False,False,False,161000.0,-2,-2,PConc,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Hip,Stucco
train,661,9720,-1,0,9,5,134.0,1,1,3,0,3,0,0,1947,0.0,1,1,3,1,1,0,0,0,1,1194.0,6,284,True,True,False,False,False,False,274000.0,-1,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,662,8521,0,0,5,5,0.0,1,1,2,0,1,0,0,912,0.0,0,1,3,-1,1,0,0,0,5,842.0,43,0,False,False,False,False,False,False,125000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,663,8741,0,0,5,6,0.0,1,1,0,0,1,0,0,1195,0.0,0,2,3,0,0,-1,0,0,7,0.0,57,118,True,False,False,False,False,False,98500.0,-2,0,CBlock,1Story,None,Duplex,RL,none,Lvl,WD ,Gable,Plywood
train,664,12461,0,0,8,5,0.0,1,1,3,0,3,0,0,1624,0.0,0,1,3,-1,1,0,0,0,7,1456.0,11,306,False,True,True,False,False,False,262000.0,-2,-1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,ImStucc
train,665,6950,-1,0,5,7,40.0,1,1,2,1,1,0,0,914,0.0,0,1,3,0,1,0,0,0,10,782.0,30,0,False,False,False,False,False,False,134900.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,666,16905,0,0,5,6,0.0,2,1,1,0,2,0,0,1328,1.0,1,1,3,2,1,-2,0,0,7,967.0,48,104,False,True,False,False,False,False,170000.0,2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,667,7155,0,0,6,8,0.0,1,1,0,0,1,0,0,1461,0.0,0,1,3,2,1,-1,0,0,7,0.0,16,116,False,False,True,False,False,False,135000.0,-2,-2,BrkTil,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,668,9205,-1,0,6,5,304.0,1,1,2,0,3,0,0,2683,0.0,1,1,3,2,1,0,0,0,6,704.0,17,684,True,True,False,False,True,False,290000.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,669,7697,0,0,7,6,0.0,1,1,0,0,3,0,0,1258,0.0,0,1,3,0,1,0,0,0,8,0.0,0,0,False,False,False,False,False,False,173500.0,-2,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,New,Gable,VinylSd
train,670,7800,0,-1,5,8,0.0,2,2,3,0,3,0,0,2008,0.0,0,1,3,0,1,0,0,0,8,603.0,4,103,True,False,False,False,False,False,225000.0,-2,-2,CBlock,2Story,None,1Fam,RL,none,Bnk,WD ,Gable,MetalSd
